Num. Ens/ Num. Inventari,Província,Municipi,Via,Num. via,Departament-Assig./Adscrip.,Espai,Tipus d'ús,area_value,Ref. Cadastral
100,Lleida,Artesa de Segre (25730),Montsonis,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Els Planells / Institut Els Planells,Escola,7170;7170;0;7170;10755,7797401CG3479N0001BW
101,Barcelona,Avinyó (),B-431,"Pk 52,200",--Departament de Territori i Sostenibilitat (Assignació) ;,Antiga caseta de peó caminaire (enderrocada),Sobrant de carretera,0;0;0;0;360,
102,Girona,Bàscara (),Ge-623,"0,25 K",--Departament de Territori i Sostenibilitat (Assignació) ;,"- CT Ge-623 0,25 K",Sobrant de carretera,0;0;0;0;0,
103,Barcelona,Badalona (08913),Mare de Déu de Lorda,71-75,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",CC i OBF Llefià-La Pau,Centre cívic,380.35;380.35;0;380.35;210,4780310DF3848B0001UZ
104,Barcelona,Badalona (08915),Molí de la Torre,34-58,--Departament d'Ensenyament (Assignació) ;,Institut Pompeu Fabra,Institut,8149;8149;0;8149;7063,7000728DF3970A0001LI
105,Barcelona,Badalona (08911),Sant Bru,25,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Centre residencial d'acció educativa (CRAE) Maria Assumpta,Centre educatiu de menors,1636;1636;0;1636;1190,7595321DF3879F0001PJ
108,Barcelona,Badalona (08917),Lloreda,16-32,--Departament d'Ensenyament (Assignació) ;,Institut Pau Casals,Institut,4029;4029;0;4029;0,5590501DF3859A0001WP
109,Barcelona,Badalona (08918),Maresme,192-212,--Departament d'Ensenyament (Assignació) ;,Institut Eugeni d'Ors,Institut,10279;10279;0;10279;8723,5276508DF3857E0001ES
110,Barcelona,Badalona (),Marquès de Montroig,188-190,--Departament d'Interior (Assignació) ;,Antic Parc de Bombers (desocupat),Parc de bombers,547.2;547.2;0;547.2;1019,5576601DF3857F0001SZ
113,Barcelona,Badalona (08915),Terrassa,s/n,--Departament d'Ensenyament (Assignació) ;,Llar d'infants Mare de Déu del Pilar,Llar d'infants,520.25;520.25;0;520.25;1309.25,7312801DF3971A0001HW
114,Barcelona,Badalona (08915),Sabadell,"s/n   ,","--Departament de Treball, Afers Socials i Famílies (Assignació) ;",CC i OBF Pomar,Centre cívic,730;730;0;730;1996,7509503DF3970G0001YH
115,Barcelona,Badalona (),Sant Joan,79,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Oficina d'atenció al ciutadà,Oficina d'atenció ciutadana,52.18;52.18;0;52.18;0,6091103DF3869A0079RW
116,Barcelona,Bagà (),Sant Joan d'Avellanet,,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Campament Juvenil Sant Joan de l'Avellanet,Casa colònies,357;357;0;357;56865,08016A011000060000TD
117,Lleida,Balaguer (),Barcelona,57,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Oficina Comarcal de La Noguera,Oficina,424.55;424.55;0;424.55;0,8086213CG1288N0001UQ
117,Lleida,Balaguer (),Barcelona,57,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Oficina Comarcal de La Noguera,Oficina,424.55;424.55;0;424.55;0, 8086201CG1288N0041MY
119,Lleida,Balaguer (25600),Urgell,94,--Departament d'Ensenyament (Assignació) ;,Institut Ciutat de Balaguer,Institut,2572;2572;0;2572;5220.13,8688005CG1289S0001IE
120,Lleida,Balaguer (),Reial Cami del Sant Crist,s/n,--Departament d'Interior (Assignació) ;,Parc de Bombers,Parc de bombers,719.3;719.3;0;719.3;0,7399202CG1279N0001JF
122,Girona,Banyoles (17820),Sardana,17,--Departament d'Ensenyament (Assignació) ;,Institut Pere Alsius i Torrent,Institut,0;0;0;0;3000,9728604DG7692N0001WI
123,Girona,Banyoles (),Alfons XII,159,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ; --Departament d'Ensenyament (Assignació) ;",Ofic.Comarcal Pla de l'Estany / CRP / EAP G.08,Oficina,490.66;490.66;55.11;545.77;0,0438503DG8603N0041TY
123,Girona,Banyoles (),Alfons XII,159,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ; --Departament d'Ensenyament (Assignació) ;",Ofic.Comarcal Pla de l'Estany / CRP / EAP G.08,Oficina,490.66;490.66;55.11;545.77;0, 0438503DG8603N0046PA
123,Girona,Banyoles (),Alfons XII,159,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ; --Departament d'Ensenyament (Assignació) ;",Ofic.Comarcal Pla de l'Estany / CRP / EAP G.08,Oficina,490.66;490.66;55.11;545.77;0, 0438503DG8603N0010YU
123,Girona,Banyoles (),Alfons XII,159,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ; --Departament d'Ensenyament (Assignació) ;",Ofic.Comarcal Pla de l'Estany / CRP / EAP G.08,Oficina,490.66;490.66;55.11;545.77;0, 0438503DG8603N0047AS
123,Girona,Banyoles (),Alfons XII,159,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ; --Departament d'Ensenyament (Assignació) ;",Ofic.Comarcal Pla de l'Estany / CRP / EAP G.08,Oficina,490.66;490.66;55.11;545.77;0, 0438503DG8603N0009IO
124,Girona,Banyoles (17820),Jaume Farriol i Montserrat,31,--Departament d'Ensenyament (Assignació) ;,Institut Pla de l'Estany,Institut,5034.76;5034.76;0;5034.76;17209.08,0720611DG8602S0001LG
125,Girona,Banyoles (),Draga,s/n,--Consell Català de l'Esport (Adscripció) ;,Pavelló Poliesportiu Parc de la Draga,Esportiu,4004;4004;0;4004;13613,0239902DG8603N0001TQ
128,Barcelona,Badia del Vallès (08214),Burgos,5,--Departament d'Ensenyament (Assignació) ;,Llar d'infants Mainada,Llar d'infants,1426;1426;0;1426;2764,6357001DF2965N0001ZP
130,Barcelona,Barberà del Vallès (08210),Pintor Murillo,74,--Institut Català de la Salut (ICS) (Adscripció) ;,CAP Barberà del Vallés,Centre Assistència Primària,1742;1742;0;1742;622,7067001DF2976N0001QI
131,Barcelona,Badia del Vallès (08214),Via de la Plata,13,--Departament d'Ensenyament (Assignació) ;,Llar d'infants La Llavor,Llar d'infants,1497;1497;0;1497;3894,5860933DF2956S0001RI
132,Barcelona,Barberà del Vallès (08210),Santa Maria,298-310,--Departament d'Ensenyament (Assignació) ;,Institut La Romànica,Institut,3604;3604;798;4402;11594,7376002DF2977N0001HW
133,Barcelona,Barcelona (08006),Alfons XII,79,--Departament de Cultura (Assignació) ;,Arxiu-Museu Joan Maragall,Arxiu històric,351;351;0;351;110.22,8737608DF2883H0002PK
134,Barcelona,Barcelona (08002),Ample,27,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Ludoteca Ample,Ludoteca,370;370;0;370;65.29,1515101DF3811F0006YM
138,Barcelona,Barcelona (08007),Aragó,244-248,--Departament de Territori i Sostenibilitat (Assignació) ;,Oficines del Departament de Territori i Sostenibilitat  (edifici Nestlé),Oficina,7668.87;7668.87;192.14;7861.01;1680.81,0125405DF3802E0001AX
141,Barcelona,Sitges (),Antoni Gaudi,19-21,--Departament de Justícia (Assignació) ;,Jutjat de Pau,Judicial,339.32;339.32;0;339.32;0,0059008DF0605N0011QM
141,Barcelona,Sitges (),Antoni Gaudi,19-21,--Departament de Justícia (Assignació) ;,Jutjat de Pau,Judicial,339.32;339.32;0;339.32;0, 0059008DF0605N0009WQ
141,Barcelona,Sitges (),Antoni Gaudi,19-21,--Departament de Justícia (Assignació) ;,Jutjat de Pau,Judicial,339.32;339.32;0;339.32;0, 0059008DF0605N0008QM
141,Barcelona,Sitges (),Antoni Gaudi,19-21,--Departament de Justícia (Assignació) ;,Jutjat de Pau,Judicial,339.32;339.32;0;339.32;0, 0059001DF0605N0009IQ
141,Barcelona,Sitges (),Antoni Gaudi,19-21,--Departament de Justícia (Assignació) ;,Jutjat de Pau,Judicial,339.32;339.32;0;339.32;0, 0059008DF0605N0010MX
142,Barcelona,Barcelona (08042),Artesania,47-55,--Departament d'Ensenyament (Assignació) ;,Institut La Guineueta,Institut,8175;8175;0;8175;7444,0982703DF3808B0001ZT
148,Barcelona,Barcelona (08018),Bolívia,30-32,--Departament d'Interior (Assignació) ;,Comissaria de la Policia de la Generalitat - Mossos d'Esquadra a Sant Martí,Comissaria de mossos d'esquadra,11845.21;11845.21;152.7;11997.91;1827.05,2337304DF3823G0001UL
149,Barcelona,Barcelona (08036),Buenos Aires,56-58,--Consell Català de l'Esport (Adscripció) ;,Museu i Centre d'Estudis de l'Esport Doctor Melcior Colet,Museu,972.6;972.6;248;1220.6;624.97,8828501DF2882H0001LM
149,Barcelona,Barcelona (08036),Buenos Aires,56-58,--Consell Català de l'Esport (Adscripció) ;,Museu i Centre d'Estudis de l'Esport Doctor Melcior Colet,Museu,972.6;972.6;248;1220.6;624.97, 8828519DF2882H0001HM
153,Barcelona,Viladecans (),Santa Teresa,2-4,--Departament de Justícia (Assignació) ;,Jutjats de Pau de Viladecans,Judicial,356.05;356.05;0;356.05;0,7946501DF1774F0017WI
153,Barcelona,Viladecans (),Santa Teresa,2-4,--Departament de Justícia (Assignació) ;,Jutjats de Pau de Viladecans,Judicial,356.05;356.05;0;356.05;0, 7946501DF1774F0016QU
153,Barcelona,Viladecans (),Santa Teresa,2-4,--Departament de Justícia (Assignació) ;,Jutjats de Pau de Viladecans,Judicial,356.05;356.05;0;356.05;0, 7946501DF1774F0019RP
155,Barcelona,Barcelona (08004),Carrera,12-22,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Serveis Territorials de Treball,Oficina,6239.86;6239.86;2918.2;9158.06;0,1008816DF3810G0001LP
158,Barcelona,Barcelona (08010),Casp,24-26,--Departament de Justícia (Assignació) ;,Conselleria del Departament de Justícia (Casal Sant Jordi),Oficina,5717.6;5717.6;1041.12;6758.72;870.19,0724904DF3802D0001GD
159,Barcelona,Barcelona (08030),Castellbell,1-3,--Departament d'Ensenyament (Assignació) ;,Llar d'infants El Mar,Llar d'infants,482.95;482.95;0;482.95;384.11,1972510DF3817D0001RP
160,Barcelona,Barcelona (08032),Pastrana,16,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Oficina d'Acció Ciutadana del Carmel,Oficina,66.49;66.49;0;66.49;0,9664302DF2896D0001ID
161,Barcelona,Barcelona (08022),Ciutat Balaguer,15-17,--Departament d'Ensenyament (Assignació) ;,Escola d'Arts Aplicades Llotja II,Escola Artística,3055;3055;758;3813;1296,7839407DF2873H0001RD
162,Barcelona,Barcelona (08003),Comerç,32-34,--Departament de Cultura (Assignació) ;,Residència Bibliotecaris/es,Habitatge,41;41;0;41,1623802DF3812D0018MI
164,Barcelona,Barcelona (08020),Angeleta Ferrer,1,--Departament d'Ensenyament (Assignació) ;,IES Infanta Isabel d'Aragó / IES Joan d'Àustria,Institut,14429;14429;0;14429;5733,3154804DF3835C0001LZ
164,Barcelona,Barcelona (08020),Angeleta Ferrer,1,--Departament d'Ensenyament (Assignació) ;,IES Infanta Isabel d'Aragó / IES Joan d'Àustria,Institut,14429;14429;0;14429;5733, 3154803DF3835C0001PZ
165,Barcelona,Barcelona (08004),Concòrdia,82,--Departament d'Ensenyament (Assignació) ;,Llar d'infants La Gavina,Parvulari,446;446;0;446;741,9505419DF2890F0001PZ
167,Tarragona,Tarragona (),Marques de Montoliu,4,--Departament de Justícia (Assignació) ;,Jutjats penals,Judicial,1387.26;1387.26;0;1387.26;0,2738612CF5523H0017RF
167,Tarragona,Tarragona (),Marques de Montoliu,4,--Departament de Justícia (Assignació) ;,Jutjats penals,Judicial,1387.26;1387.26;0;1387.26;0, 2738612CF5523H0012XO
167,Tarragona,Tarragona (),Marques de Montoliu,4,--Departament de Justícia (Assignació) ;,Jutjats penals,Judicial,1387.26;1387.26;0;1387.26;0, 2738612CF5523H0011ZI
167,Tarragona,Tarragona (),Marques de Montoliu,4,--Departament de Justícia (Assignació) ;,Jutjats penals,Judicial,1387.26;1387.26;0;1387.26;0, 2738612CF5523H0068JR
167,Tarragona,Tarragona (),Marques de Montoliu,4,--Departament de Justícia (Assignació) ;,Jutjats penals,Judicial,1387.26;1387.26;0;1387.26;0, 2738612CF5523H0018TG
167,Tarragona,Tarragona (),Marques de Montoliu,4,--Departament de Justícia (Assignació) ;,Jutjats penals,Judicial,1387.26;1387.26;0;1387.26;0, 2738612CF5523H0013MP
168,Barcelona,Barcelona (08019),Cristofor de Moura,219,--Departament d'Ensenyament (Assignació) ;,Institut Rambla Prim,Institut,3063;3063;800;3863;2381,4254216DF3845C0001SW
170,Barcelona,Barcelona (08026),Còrsega,709,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Oficina d'Acció Ciutadana de l'Arpa,Oficina,57.28;57.28;0;57.28;0,1551613DF3815B0002HT
171,Barcelona,Barcelona (08016),Deia,28-38,--Departament d'Ensenyament (Assignació) ;,CFA Madrid (antiga Escola d'Art i Superior de Disseny),Centre de Formació d'Adults,1153.32;1153.32;655.96;1809.28;1140.73,1175204DF3817E0001ZL
174,Barcelona,Barcelona (08003),Diputació,92-94,--Departament de Territori i Sostenibilitat (Assignació) ;,Edifici Diputacio 92 94,Oficina,7232;7232;0;7232;0,9415926DF2891E
175,Barcelona,Barcelona (08017),Doctor Roux,59-61,--Ports de la Generalitat (Adscripció) ;,Oficines de Ports de la Generalitat,Oficina,449.64;449.64;0;449.64;0,7433804DF2873C0002LG
175,Barcelona,Barcelona (08017),Doctor Roux,59-61,--Ports de la Generalitat (Adscripció) ;,Oficines de Ports de la Generalitat,Oficina,449.64;449.64;0;449.64;0, 7433804DF2873C0001KF
176,Barcelona,Barcelona (08017),Doctor Roux,80-86,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ; --Agència de Residus de Catalunya (Adscripció) ;",Direcció General de Medi Natural i Agència de Residus de Catalunya,Oficina,5935;5935;2013.23;7948.23;2234,7237606DF2873E0001KO
177,Barcelona,Barcelona (08033),Vila-real,1,,Perllongament linia 4 de F.M.B. a Trinitat Nova - CR Vila-real 1,Via ferroviària,0;0;0;0;0,1995720DF3819F0001XH
177,Barcelona,Barcelona (08033),Vila-real,1,,Perllongament linia 4 de F.M.B. a Trinitat Nova - CR Vila-real 1,Via ferroviària,0;0;0;0;0, 1995731DF3819F0001WH
177,Barcelona,Barcelona (08033),Vila-real,1,,Perllongament linia 4 de F.M.B. a Trinitat Nova - CR Vila-real 1,Via ferroviària,0;0;0;0;0, 1995728DF3819F0001WH
177,Barcelona,Barcelona (08033),Vila-real,1,,Perllongament linia 4 de F.M.B. a Trinitat Nova - CR Vila-real 1,Via ferroviària,0;0;0;0;0, 1995734DF3819F0001YH
177,Barcelona,Barcelona (08033),Vila-real,1,,Perllongament linia 4 de F.M.B. a Trinitat Nova - CR Vila-real 1,Via ferroviària,0;0;0;0;0, 1995719DF3819F0001JH
177,Barcelona,Barcelona (08033),Vila-real,1,,Perllongament linia 4 de F.M.B. a Trinitat Nova - CR Vila-real 1,Via ferroviària,0;0;0;0;0, 1995712DF3819F0001MH
177,Barcelona,Barcelona (08033),Vila-real,1,,Perllongament linia 4 de F.M.B. a Trinitat Nova - CR Vila-real 1,Via ferroviària,0;0;0;0;0, 1995711DF3819F0001FH
177,Barcelona,Barcelona (08033),Vila-real,1,,Perllongament linia 4 de F.M.B. a Trinitat Nova - CR Vila-real 1,Via ferroviària,0;0;0;0;0, 1995718DF3819F0001IH
177,Barcelona,Barcelona (08033),Vila-real,1,,Perllongament linia 4 de F.M.B. a Trinitat Nova - CR Vila-real 1,Via ferroviària,0;0;0;0;0, 1995715DF3819F0001RH
178,Barcelona,Barcelona (08014),Enric Barges,9-13,--Departament d'Ensenyament (Assignació) ;,Institut Emperador Carles,Institut,5925;5925;1220;7145;5347,8116802DF2881E0001TW
183,Barcelona,Barcelona (08027),Francesc Tàrrega,48,--Federació Catalana de Minusvalids (Altres) ;,Federació Catalana d'Esport per a persones amb discapacitat físicia,Oficina,58;58;0;58;0,1663805DF3816D0001GH
184,Barcelona,Barcelona (08023),Gomis,62-64,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Residencia Gomis,Centre educatiu de menors,61.88;61.88;0;61.88;0,8351821DF2885A0025OY
185,Barcelona,Barcelona (08042),Guineueta,19-21,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Casal de Gent Gran de la Guineueta-Centre,Casal de gent gran,675.65;675.65;0;675.65;625,0481106DF3808A0006KQ
191,Barcelona,Barcelona (08038),Mineria,8-10,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Oficina d' Atenció Ciutadana de la Zona Franca,Oficina,72;72;0;72;0,8096804DF2789E0004GZ
192,Barcelona,Sant Hipòlit de Voltregà (08512),Vinya,5,--Institut Català de la Salut (ICS) (Adscripció) ;,CAP Sant Hipòlit de Voltregà,Centre Assistència Primària,942;942;0;942;1205,6720606DG3562S0001PB
197,Barcelona,Barcelona (08033),Pare Manjon,2,--Direcció General del Patrimoni de la Generalitat de Catalunya (Assignació) ;,Centre Penitenciari de Joves (en funcionament),Penitenciari,12088;12088;0;12088;21210,2596601DF3829F0001BB
198,Barcelona,Barcelona (08009),Pau Claris,121,--Departament d'Ensenyament (Assignació) ;,Institut Jaume Balmes,Institut,5508;5508;0;5508;2865.54,0328602DF3802G0001FJ
200,Barcelona,Barcelona (08033),Pedrosa,19,--Departament d'Ensenyament (Assignació) ;,Llar d'infants l'Airet,Parvulari,1323.55;1323.55;0;1323.55;2389,Manca informació
202,Barcelona,Barcelona (08020),Prim,121,--Departament d'Ensenyament (Assignació) ;,Centre d'Educació Especial Concha Espina,Centre Educació Especial,1175;1175;0;1175;1230,3957103DF3835F0001WW
203,Barcelona,Barcelona (08024),Providencia,42,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;","Oficina de Treball, Afers Socials i Famílies a Gràcia i Hotel d'Entitats",Oficina,594.48;594.48;0;594.48;116.82,9643304DF2894D0001BW
204,Barcelona,Barcelona (08020),Menorca,55,--Departament d'Ensenyament (Assignació) ;,Institut Bernat Metge,Institut,3565;3565;0;3565;3532,3363108DF3836C0001KG
205,Barcelona,Barcelona (08034),Ràbida,5,--Consell Català de la Música (Altres) ; --Ins. Pedagogia Terapèutica Jeroni de Moragas (Altres) ;,Jardí dels Tarongers,Centre cultural,387.11;387.11;0;387.11;1608.61,5333701DF2853C0001GY
207,Barcelona,Barcelona (08033),Rasos de Peguera,234,--Departament d'Ensenyament (Assignació) ;,CEE Sant Joan de la Creu,Centre Educació Especial,4604;4604;0;4604;6821,0703302DF3900D0001DU
208,Barcelona,Barcelona (08029),Rocafort,235-237,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Club Juvenil,Centre cívic,78.2;78.2;0;78.2,8620203DF2882B0065QG
208,Barcelona,Barcelona (08029),Rocafort,235-237,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Club Juvenil,Centre cívic,78.2;78.2;0;78.2, 8620203DF2882B0122LP
212,Barcelona,Barcelona (08032),Ros d'Olano,6,--Agrupament Escolta Ramon Llull (Altres) ;,Club Juvenil,Centre cívic,177;177;0;177;0,9437502DF2893G0005GH
213,Barcelona,Barcelona (08029),Entença,,--Departament de Territori i Sostenibilitat (Assignació) ;,Laboratori d'obra dins estació metro Entença,Recerca científica i laboratoris,336;336;0;336;0,
219,Barcelona,Barcelona (08002),Sant Honorat,1,--Departament de la Presidència (Assignació) ;,Casa Moxó/Casa Morell,Oficina,4646.78;4646.78;279;4925.78;0,1217202DF3811G0001WR
219,Barcelona,Barcelona (08002),Sant Honorat,1,--Departament de la Presidència (Assignació) ;,Casa Moxó/Casa Morell,Oficina,4646.78;4646.78;279;4925.78;0, 1217203DF3811G0001AR
222,Barcelona,Barcelona (08041),Sant Quinti,32-50,--Departament d'Ensenyament (Assignació) ;,Institut Moisès Broggi,Institut,6718;6718;0;6718;4311,1452801DF3815A0001QK
223,Barcelona,Barcelona (08014),Sant Roc,26-28,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",OBF Hostafrancs,Oficina,352.05;352.05;0;352.05;0,8609805DF2880H
223,Barcelona,Barcelona (08014),Sant Roc,26-28,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",OBF Hostafrancs,Oficina,352.05;352.05;0;352.05;0, 8609805DF2880H0002LD
223,Barcelona,Barcelona (08014),Sant Roc,26-28,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",OBF Hostafrancs,Oficina,352.05;352.05;0;352.05;0, 8609805DF2880H0004ZG 
224,Barcelona,Barcelona (08020),Santander,7-9,--Departament d'Ensenyament (Assignació) ;,Institut Salvador Seguí,Institut,6255.2;6255.2;890;7145.2;2354,2964618DF3826D0001XB
226,Barcelona,Roda de Ter (08510),Escoles,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Mare de Déu del Sòl del Pont,Escola,9594.66;9594.66;0;9594.66;0,
