Num. Ens/ Num. Inventari,area_value,area_type,units,area_id
5335,5475.03,Sup. const. total,m2,11043
5335,10400,Sup. del terreny,m2,11044
5336,4325.11,Sup. const. sobre rasant,m2,11045
5336,930.2,Sup. const. sota rasant,m2,11046
5336,5255.31,Sup. const. total,m2,11047
5336,10000,Sup. del terreny,m2,11048
5338,2198,Sup. const. sobre rasant,m2,11049
5338,0,Sup. const. sota rasant,m2,11050
5338,2198,Sup. const. total,m2,11051
5338,2008,Sup. del terreny,m2,11052
5339,246.33,Sup. const. sobre rasant,m2,11053
5339,0,Sup. const. sota rasant,m2,11054
5339,246.33,Sup. const. total,m2,11055
5339,0.03,Sup. del terreny,m2,11056
5345,0,Sup. const. sobre rasant,m2,11057
5345,0,Sup. const. sota rasant,m2,11058
5345,0,Sup. const. total,m2,11059
5345,0,Sup. del terreny,m2,11060
5350,348.3,Sup. const. sobre rasant,m2,11061
5350,0,Sup. const. sota rasant,m2,11062
5350,348.3,Sup. const. total,m2,11063
5350,1197.06,Sup. del terreny,m2,11064
5351,1064.8,Sup. const. sobre rasant,m2,11065
5351,0,Sup. const. sota rasant,m2,11066
5351,1064.8,Sup. const. total,m2,11067
5351,546,Sup. del terreny,m2,11068
5355,1986.01,Sup. const. sobre rasant,m2,11069
5355,535.98,Sup. const. sota rasant,m2,11070
5355,2521.99,Sup. const. total,m2,11071
5355,8796.65,Sup. del terreny,m2,11072
5356,568.88,Sup. const. sobre rasant,m2,11073
5356,0,Sup. const. sota rasant,m2,11074
5356,568.88,Sup. const. total,m2,11075
5356,1444.5,Sup. del terreny,m2,11076
5364,3839.75,Sup. const. sobre rasant,m2,11077
5364,0,Sup. const. sota rasant,m2,11078
5364,3839.75,Sup. const. total,m2,11079
5364,10301,Sup. del terreny,m2,11080
5365,3778,Sup. const. sobre rasant,m2,11081
5365,0,Sup. const. sota rasant,m2,11082
5365,3778,Sup. const. total,m2,11083
5365,8830,Sup. del terreny,m2,11084
5366,3386.25,Sup. const. sobre rasant,m2,11085
5366,937,Sup. const. sota rasant,m2,11086
5366,4323.25,Sup. const. total,m2,11087
5366,3194,Sup. del terreny,m2,11088
5368,0,Sup. const. sobre rasant,m2,11089
5368,0,Sup. const. sota rasant,m2,11090
5368,0,Sup. const. total,m2,11091
5368,0,Sup. del terreny,m2,11092
5369,0,Sup. const. sobre rasant,m2,11093
5369,0,Sup. const. sota rasant,m2,11094
5369,0,Sup. const. total,m2,11095
5369,0,Sup. del terreny,m2,11096
5371,680,Sup. const. sobre rasant,m2,11097
5371,0,Sup. const. sota rasant,m2,11098
5371,680,Sup. const. total,m2,11099
5371,0,Sup. del terreny,m2,11100
5372,0,Sup. const. sobre rasant,m2,11101
5372,0,Sup. const. sota rasant,m2,11102
5372,0,Sup. const. total,m2,11103
5372,2969,Sup. del terreny,m2,11104
5374,0,Sup. const. sobre rasant,m2,11105
5374,0,Sup. const. sota rasant,m2,11106
5374,0,Sup. const. total,m2,11107
5374,2885.5,Sup. del terreny,m2,11108
5380,3295.9,Sup. const. sobre rasant,m2,11109
5380,1270.25,Sup. const. sota rasant,m2,11110
5380,4566.15,Sup. const. total,m2,11111
5380,10523,Sup. del terreny,m2,11112
5381,0,Sup. const. sobre rasant,m2,11113
5381,0,Sup. const. sota rasant,m2,11114
5381,0,Sup. const. total,m2,11115
5381,0,Sup. del terreny,m2,11116
5387,4055.1,Sup. const. sobre rasant,m2,11117
5387,0,Sup. const. sota rasant,m2,11118
5387,4055.1,Sup. const. total,m2,11119
5387,10027.2,Sup. del terreny,m2,11120
5388,8351.6,Sup. const. sobre rasant,m2,11121
5388,0,Sup. const. sota rasant,m2,11122
5388,8351.6,Sup. const. total,m2,11123
5388,12359.12,Sup. del terreny,m2,11124
5389,98.65,Sup. const. sobre rasant,m2,11125
5389,0,Sup. const. sota rasant,m2,11126
5389,98.65,Sup. const. total,m2,11127
5389,0,Sup. del terreny,m2,11128
5394,3660.92,Sup. const. sobre rasant,m2,11129
5394,0,Sup. const. sota rasant,m2,11130
5394,3660.92,Sup. const. total,m2,11131
5394,10000,Sup. del terreny,m2,11132
5395,0,Sup. const. sobre rasant,m2,11133
5395,0,Sup. const. sota rasant,m2,11134
5395,0,Sup. const. total,m2,11135
5395,9905,Sup. del terreny,m2,11136
5397,0,Sup. const. sobre rasant,m2,11137
5397,0,Sup. const. sota rasant,m2,11138
5397,0,Sup. const. total,m2,11139
5397,0,Sup. del terreny,m2,11140
5398,807,Sup. const. sobre rasant,m2,11141
5398,0,Sup. const. sota rasant,m2,11142
5398,807,Sup. const. total,m2,11143
5398,0,Sup. del terreny,m2,11144
5399,0,Sup. const. sobre rasant,m2,11145
5399,0,Sup. const. sota rasant,m2,11146
5399,0,Sup. const. total,m2,11147
5399,4850,Sup. del terreny,m2,11148
5404,0,Sup. const. sobre rasant,m2,11149
5404,0,Sup. const. sota rasant,m2,11150
5404,0,Sup. const. total,m2,11151
5404,420,Sup. del terreny,m2,11152
5405,0,Sup. const. sobre rasant,m2,11153
5405,0,Sup. const. sota rasant,m2,11154
5405,0,Sup. const. total,m2,11155
5405,0,Sup. del terreny,m2,11156
5406,1131,Sup. const. sobre rasant,m2,11157
5406,0,Sup. const. sota rasant,m2,11158
5406,1131,Sup. const. total,m2,11159
5406,85500,Sup. del terreny,m2,11160
5407,0,Sup. const. sobre rasant,m2,11161
5407,0,Sup. const. sota rasant,m2,11162
5407,0,Sup. const. total,m2,11163
5407,1489.85,Sup. del terreny,m2,11164
5408,4822,Sup. const. sobre rasant,m2,11165
5408,0,Sup. const. sota rasant,m2,11166
5408,4822,Sup. const. total,m2,11167
5408,8746.13,Sup. del terreny,m2,11168
5410,1136.35,Sup. const. sobre rasant,m2,11169
5410,0,Sup. const. sota rasant,m2,11170
5410,1136.35,Sup. const. total,m2,11171
5410,1214,Sup. del terreny,m2,11172
5412,123100,Sup. const. sobre rasant,m2,11173
5412,0,Sup. const. sota rasant,m2,11174
5412,123100,Sup. const. total,m2,11175
5412,0,Sup. del terreny,m2,11176
5424,460,Sup. const. sobre rasant,m2,11177
5424,0,Sup. const. sota rasant,m2,11178
5424,460,Sup. const. total,m2,11179
5424,0,Sup. del terreny,m2,11180
5425,5148.01,Sup. const. sobre rasant,m2,11181
5425,0,Sup. const. sota rasant,m2,11182
5425,5148.01,Sup. const. total,m2,11183
5425,6485,Sup. del terreny,m2,11184
5427,4771.82,Sup. const. sobre rasant,m2,11185
5427,0,Sup. const. sota rasant,m2,11186
5427,4771.82,Sup. const. total,m2,11187
5427,10136,Sup. del terreny,m2,11188
5428,0,Sup. const. sobre rasant,m2,11189
5428,0,Sup. const. sota rasant,m2,11190
5428,0,Sup. const. total,m2,11191
5428,135000,Sup. del terreny,m2,11192
5430,0,Sup. const. sobre rasant,m2,11193
5430,0,Sup. const. sota rasant,m2,11194
5430,0,Sup. const. total,m2,11195
5430,2068.49,Sup. del terreny,m2,11196
5431,0,Sup. const. sobre rasant,m2,11197
5431,0,Sup. const. sota rasant,m2,11198
5431,0,Sup. const. total,m2,11199
5431,1608.91,Sup. del terreny,m2,11200
5432,1986,Sup. const. sobre rasant,m2,11201
5432,0,Sup. const. sota rasant,m2,11202
5432,1986,Sup. const. total,m2,11203
5432,575,Sup. del terreny,m2,11204
5434,4019,Sup. const. sobre rasant,m2,11205
5434,0,Sup. const. sota rasant,m2,11206
5434,4019,Sup. const. total,m2,11207
5434,10000,Sup. del terreny,m2,11208
5439,0,Sup. const. sobre rasant,m2,11209
5439,0,Sup. const. sota rasant,m2,11210
5439,0,Sup. const. total,m2,11211
5439,0,Sup. del terreny,m2,11212
5440,3805.73,Sup. const. sobre rasant,m2,11213
5440,930.2,Sup. const. sota rasant,m2,11214
5440,4735.93,Sup. const. total,m2,11215
5440,6200,Sup. del terreny,m2,11216
5442,6647.8,Sup. const. sobre rasant,m2,11217
5442,1033.8,Sup. const. sota rasant,m2,11218
5442,7681.6,Sup. const. total,m2,11219
5442,14745,Sup. del terreny,m2,11220
5449,4171.2,Sup. const. sobre rasant,m2,11221
5449,0,Sup. const. sota rasant,m2,11222
5449,4171.2,Sup. const. total,m2,11223
5449,10113.03,Sup. del terreny,m2,11224
5450,0,Sup. const. sobre rasant,m2,11225
5450,0,Sup. const. sota rasant,m2,11226
5450,0,Sup. const. total,m2,11227
5450,6693,Sup. del terreny,m2,11228
5451,0,Sup. const. sobre rasant,m2,11229
5451,0,Sup. const. sota rasant,m2,11230
5451,0,Sup. const. total,m2,11231
5451,10824,Sup. del terreny,m2,11232
5455,0,Sup. const. sobre rasant,m2,11233
5455,0,Sup. const. sota rasant,m2,11234
5455,0,Sup. const. total,m2,11235
5455,0,Sup. del terreny,m2,11236
5459,0,Sup. const. sobre rasant,m2,11237
5459,0,Sup. const. sota rasant,m2,11238
5459,0,Sup. const. total,m2,11239
5459,0,Sup. del terreny,m2,11240
5460,0,Sup. const. sobre rasant,m2,11241
5460,0,Sup. const. sota rasant,m2,11242
5460,0,Sup. const. total,m2,11243
5460,0,Sup. del terreny,m2,11244
5461,0,Sup. const. sobre rasant,m2,11245
5461,0,Sup. const. sota rasant,m2,11246
5461,0,Sup. const. total,m2,11247
5461,0,Sup. del terreny,m2,11248
5466,0,Sup. const. sobre rasant,m2,11249
5466,0,Sup. const. sota rasant,m2,11250
5466,0,Sup. const. total,m2,11251
5466,0,Sup. del terreny,m2,11252
5467,0,Sup. const. sobre rasant,m2,11253
5467,0,Sup. const. sota rasant,m2,11254
5467,0,Sup. const. total,m2,11255
5467,0,Sup. del terreny,m2,11256
5474,3977.82,Sup. const. sobre rasant,m2,11257
5474,0,Sup. const. sota rasant,m2,11258
5474,3977.82,Sup. const. total,m2,11259
5474,24129,Sup. del terreny,m2,11260
5477,0,Sup. const. sobre rasant,m2,11261
5477,0,Sup. const. sota rasant,m2,11262
5477,0,Sup. const. total,m2,11263
5477,0,Sup. del terreny,m2,11264
5478,4393,Sup. const. sobre rasant,m2,11265
5478,0,Sup. const. sota rasant,m2,11266
5478,4393,Sup. const. total,m2,11267
5478,1200,Sup. del terreny,m2,11268
5479,0,Sup. const. sobre rasant,m2,11269
5479,0,Sup. const. sota rasant,m2,11270
5479,0,Sup. const. total,m2,11271
5479,0,Sup. del terreny,m2,11272
5480,0,Sup. const. sobre rasant,m2,11273
5480,0,Sup. const. sota rasant,m2,11274
5480,0,Sup. const. total,m2,11275
5480,0,Sup. del terreny,m2,11276
5481,0,Sup. const. sobre rasant,m2,11277
5481,0,Sup. const. sota rasant,m2,11278
5481,0,Sup. const. total,m2,11279
5481,0,Sup. del terreny,m2,11280
5482,0,Sup. const. sobre rasant,m2,11281
5482,0,Sup. const. sota rasant,m2,11282
5482,0,Sup. const. total,m2,11283
5482,0,Sup. del terreny,m2,11284
5483,0,Sup. const. sobre rasant,m2,11285
5483,0,Sup. const. sota rasant,m2,11286
5483,0,Sup. const. total,m2,11287
5483,0,Sup. del terreny,m2,11288
5489,4368.21,Sup. const. sobre rasant,m2,11289
5489,0,Sup. const. sota rasant,m2,11290
5489,4368.21,Sup. const. total,m2,11291
5489,11000,Sup. del terreny,m2,11292
5495,0,Sup. const. sobre rasant,m2,11293
5495,0,Sup. const. sota rasant,m2,11294
5495,0,Sup. const. total,m2,11295
5495,0,Sup. del terreny,m2,11296
5499,2191.9,Sup. const. sobre rasant,m2,11297
5499,625,Sup. const. sota rasant,m2,11298
5499,2816.9,Sup. const. total,m2,11299
5499,0,Sup. del terreny,m2,11300
5501,2977,Sup. const. sobre rasant,m2,11301
5501,0,Sup. const. sota rasant,m2,11302
5501,2977,Sup. const. total,m2,11303
5501,0,Sup. del terreny,m2,11304
5502,0,Sup. const. sobre rasant,m2,11305
5502,0,Sup. const. sota rasant,m2,11306
5502,0,Sup. const. total,m2,11307
5502,19874,Sup. del terreny,m2,11308
5504,2289,Sup. const. sobre rasant,m2,11309
5504,0,Sup. const. sota rasant,m2,11310
5504,2289,Sup. const. total,m2,11311
5504,0,Sup. del terreny,m2,11312
5509,0,Sup. const. sobre rasant,m2,11313
5509,0,Sup. const. sota rasant,m2,11314
5509,0,Sup. const. total,m2,11315
5509,2379,Sup. del terreny,m2,11316
5511,1687.09,Sup. const. sobre rasant,m2,11317
5511,93.44,Sup. const. sota rasant,m2,11318
5511,1780.53,Sup. const. total,m2,11319
5511,0,Sup. del terreny,m2,11320
5515,4029.97,Sup. const. sobre rasant,m2,11321
5515,817,Sup. const. sota rasant,m2,11322
5515,4846.97,Sup. const. total,m2,11323
5515,827,Sup. del terreny,m2,11324
5516,0,Sup. const. sobre rasant,m2,11325
5516,0,Sup. const. sota rasant,m2,11326
5516,0,Sup. const. total,m2,11327
5516,0,Sup. del terreny,m2,11328
5519,6094,Sup. const. sobre rasant,m2,11329
5519,0,Sup. const. sota rasant,m2,11330
5519,6094,Sup. const. total,m2,11331
5519,4920,Sup. del terreny,m2,11332
5522,0,Sup. const. sobre rasant,m2,11333
5522,0,Sup. const. sota rasant,m2,11334
5522,0,Sup. const. total,m2,11335
5522,0,Sup. del terreny,m2,11336
5527,782.84,Sup. const. sobre rasant,m2,11337
5527,903,Sup. const. sota rasant,m2,11338
5527,1685.84,Sup. const. total,m2,11339
5527,0,Sup. del terreny,m2,11340
5528,3660,Sup. const. sobre rasant,m2,11341
5528,1646,Sup. const. sota rasant,m2,11342
5528,5306,Sup. const. total,m2,11343
5528,1812,Sup. del terreny,m2,11344
5534,0,Sup. const. sobre rasant,m2,11345
5534,0,Sup. const. sota rasant,m2,11346
5534,0,Sup. const. total,m2,11347
5534,486,Sup. del terreny,m2,11348
5536,0,Sup. const. sobre rasant,m2,11349
5536,0,Sup. const. sota rasant,m2,11350
5536,0,Sup. const. total,m2,11351
5536,8389.75,Sup. del terreny,m2,11352
5541,282.15,Sup. const. sobre rasant,m2,11353
5541,0,Sup. const. sota rasant,m2,11354
5541,282.15,Sup. const. total,m2,11355
5541,0,Sup. del terreny,m2,11356
5543,3168,Sup. const. sobre rasant,m2,11357
5543,0,Sup. const. sota rasant,m2,11358
5543,3168,Sup. const. total,m2,11359
5543,0,Sup. del terreny,m2,11360
5548,5805.42,Sup. const. sobre rasant,m2,11361
5548,0,Sup. const. sota rasant,m2,11362
5548,5805.42,Sup. const. total,m2,11363
5548,13475,Sup. del terreny,m2,11364
5560,0,Sup. const. sobre rasant,m2,11365
5560,0,Sup. const. sota rasant,m2,11366
5560,0,Sup. const. total,m2,11367
5560,0,Sup. del terreny,m2,11368
5561,0,Sup. const. sobre rasant,m2,11369
5561,0,Sup. const. sota rasant,m2,11370
5561,0,Sup. const. total,m2,11371
5561,0,Sup. del terreny,m2,11372
5563,0,Sup. const. sobre rasant,m2,11373
5563,0,Sup. const. sota rasant,m2,11374
5563,0,Sup. const. total,m2,11375
5563,0,Sup. del terreny,m2,11376
5564,0,Sup. const. sobre rasant,m2,11377
5564,0,Sup. const. sota rasant,m2,11378
5564,0,Sup. const. total,m2,11379
5564,0,Sup. del terreny,m2,11380
5566,0,Sup. const. sobre rasant,m2,11381
5566,0,Sup. const. sota rasant,m2,11382
5566,0,Sup. const. total,m2,11383
5566,0,Sup. del terreny,m2,11384
5568,0,Sup. const. sobre rasant,m2,11385
5568,0,Sup. const. sota rasant,m2,11386
5568,0,Sup. const. total,m2,11387
5568,0,Sup. del terreny,m2,11388
5569,0,Sup. const. sobre rasant,m2,11389
5569,0,Sup. const. sota rasant,m2,11390
5569,0,Sup. const. total,m2,11391
5569,0,Sup. del terreny,m2,11392
5570,0,Sup. const. sobre rasant,m2,11393
5570,0,Sup. const. sota rasant,m2,11394
5570,0,Sup. const. total,m2,11395
5570,0,Sup. del terreny,m2,11396
5571,0,Sup. const. sobre rasant,m2,11397
5571,0,Sup. const. sota rasant,m2,11398
5571,0,Sup. const. total,m2,11399
5571,0,Sup. del terreny,m2,11400
5572,0,Sup. const. sobre rasant,m2,11401
5572,0,Sup. const. sota rasant,m2,11402
5572,0,Sup. const. total,m2,11403
5572,0,Sup. del terreny,m2,11404
5573,0,Sup. const. sobre rasant,m2,11405
5573,0,Sup. const. sota rasant,m2,11406
5573,0,Sup. const. total,m2,11407
5573,0,Sup. del terreny,m2,11408
5574,0,Sup. const. sobre rasant,m2,11409
5574,0,Sup. const. sota rasant,m2,11410
5574,0,Sup. const. total,m2,11411
5574,0,Sup. del terreny,m2,11412
5575,0,Sup. const. sobre rasant,m2,11413
5575,0,Sup. const. sota rasant,m2,11414
5575,0,Sup. const. total,m2,11415
5575,0,Sup. del terreny,m2,11416
5576,0,Sup. const. sobre rasant,m2,11417
5576,0,Sup. const. sota rasant,m2,11418
5576,0,Sup. const. total,m2,11419
5576,0,Sup. del terreny,m2,11420
5577,0,Sup. const. sobre rasant,m2,11421
5577,0,Sup. const. sota rasant,m2,11422
5577,0,Sup. const. total,m2,11423
5577,0,Sup. del terreny,m2,11424
5578,0,Sup. const. sobre rasant,m2,11425
5578,0,Sup. const. sota rasant,m2,11426
5578,0,Sup. const. total,m2,11427
5578,0,Sup. del terreny,m2,11428
5579,0,Sup. const. sobre rasant,m2,11429
5579,0,Sup. const. sota rasant,m2,11430
5579,0,Sup. const. total,m2,11431
5579,0,Sup. del terreny,m2,11432
5580,0,Sup. const. sobre rasant,m2,11433
5580,0,Sup. const. sota rasant,m2,11434
5580,0,Sup. const. total,m2,11435
5580,0,Sup. del terreny,m2,11436
5581,0,Sup. const. sobre rasant,m2,11437
5581,0,Sup. const. sota rasant,m2,11438
5581,0,Sup. const. total,m2,11439
5581,0,Sup. del terreny,m2,11440
5582,0,Sup. const. sobre rasant,m2,11441
5582,0,Sup. const. sota rasant,m2,11442
5582,0,Sup. const. total,m2,11443
5582,0,Sup. del terreny,m2,11444
5583,0,Sup. const. sobre rasant,m2,11445
5583,0,Sup. const. sota rasant,m2,11446
5583,0,Sup. const. total,m2,11447
5583,0,Sup. del terreny,m2,11448
5584,0,Sup. const. sobre rasant,m2,11449
5584,0,Sup. const. sota rasant,m2,11450
5584,0,Sup. const. total,m2,11451
5584,0,Sup. del terreny,m2,11452
5588,0,Sup. const. sobre rasant,m2,11453
5588,0,Sup. const. sota rasant,m2,11454
5588,0,Sup. const. total,m2,11455
5588,0,Sup. del terreny,m2,11456
5589,0,Sup. const. sobre rasant,m2,11457
5589,0,Sup. const. sota rasant,m2,11458
5589,0,Sup. const. total,m2,11459
5589,0,Sup. del terreny,m2,11460
5590,0,Sup. const. sobre rasant,m2,11461
5590,0,Sup. const. sota rasant,m2,11462
5590,0,Sup. const. total,m2,11463
5590,0,Sup. del terreny,m2,11464
5591,0,Sup. const. sobre rasant,m2,11465
5591,0,Sup. const. sota rasant,m2,11466
5591,0,Sup. const. total,m2,11467
5591,0,Sup. del terreny,m2,11468
5592,0,Sup. const. sobre rasant,m2,11469
5592,0,Sup. const. sota rasant,m2,11470
5592,0,Sup. const. total,m2,11471
5592,0,Sup. del terreny,m2,11472
5593,0,Sup. const. sobre rasant,m2,11473
5593,0,Sup. const. sota rasant,m2,11474
5593,0,Sup. const. total,m2,11475
5593,0,Sup. del terreny,m2,11476
5594,0,Sup. const. sobre rasant,m2,11477
5594,0,Sup. const. sota rasant,m2,11478
5594,0,Sup. const. total,m2,11479
5594,0,Sup. del terreny,m2,11480
5595,0,Sup. const. sobre rasant,m2,11481
5595,0,Sup. const. sota rasant,m2,11482
5595,0,Sup. const. total,m2,11483
5595,0,Sup. del terreny,m2,11484
5596,0,Sup. const. sobre rasant,m2,11485
5596,0,Sup. const. sota rasant,m2,11486
5596,0,Sup. const. total,m2,11487
5596,0,Sup. del terreny,m2,11488
5597,0,Sup. const. sobre rasant,m2,11489
5597,0,Sup. const. sota rasant,m2,11490
5597,0,Sup. const. total,m2,11491
5597,0,Sup. del terreny,m2,11492
5598,0,Sup. const. sobre rasant,m2,11493
5598,0,Sup. const. sota rasant,m2,11494
5598,0,Sup. const. total,m2,11495
5598,0,Sup. del terreny,m2,11496
5599,0,Sup. const. sobre rasant,m2,11497
5599,0,Sup. const. sota rasant,m2,11498
5599,0,Sup. const. total,m2,11499
5599,0,Sup. del terreny,m2,11500
5600,0,Sup. const. sobre rasant,m2,11501
5600,0,Sup. const. sota rasant,m2,11502
5600,0,Sup. const. total,m2,11503
5600,0,Sup. del terreny,m2,11504
5601,0,Sup. const. sobre rasant,m2,11505
5601,0,Sup. const. sota rasant,m2,11506
5601,0,Sup. const. total,m2,11507
5601,0,Sup. del terreny,m2,11508
5602,0,Sup. const. sobre rasant,m2,11509
5602,0,Sup. const. sota rasant,m2,11510
5602,0,Sup. const. total,m2,11511
5602,0,Sup. del terreny,m2,11512
5603,0,Sup. const. sobre rasant,m2,11513
5603,0,Sup. const. sota rasant,m2,11514
5603,0,Sup. const. total,m2,11515
5603,0,Sup. del terreny,m2,11516
5604,0,Sup. const. sobre rasant,m2,11517
5604,0,Sup. const. sota rasant,m2,11518
5604,0,Sup. const. total,m2,11519
5604,0,Sup. del terreny,m2,11520
5605,0,Sup. const. sobre rasant,m2,11521
5605,0,Sup. const. sota rasant,m2,11522
5605,0,Sup. const. total,m2,11523
5605,0,Sup. del terreny,m2,11524
5606,0,Sup. const. sobre rasant,m2,11525
5606,0,Sup. const. sota rasant,m2,11526
5606,0,Sup. const. total,m2,11527
5606,0,Sup. del terreny,m2,11528
5607,0,Sup. const. sobre rasant,m2,11529
5607,0,Sup. const. sota rasant,m2,11530
5607,0,Sup. const. total,m2,11531
5607,0,Sup. del terreny,m2,11532
5608,0,Sup. const. sobre rasant,m2,11533
5608,0,Sup. const. sota rasant,m2,11534
5608,0,Sup. const. total,m2,11535
5608,0,Sup. del terreny,m2,11536
5609,0,Sup. const. sobre rasant,m2,11537
5609,0,Sup. const. sota rasant,m2,11538
5609,0,Sup. const. total,m2,11539
5609,0,Sup. del terreny,m2,11540
5610,0,Sup. const. sobre rasant,m2,11541
5610,0,Sup. const. sota rasant,m2,11542
5610,0,Sup. const. total,m2,11543
5610,0,Sup. del terreny,m2,11544
5613,0,Sup. const. sobre rasant,m2,11545
5613,0,Sup. const. sota rasant,m2,11546
5613,0,Sup. const. total,m2,11547
5613,3791,Sup. del terreny,m2,11548
5615,6742,Sup. const. sobre rasant,m2,11549
5615,0,Sup. const. sota rasant,m2,11550
5615,6742,Sup. const. total,m2,11551
5615,2307.8,Sup. del terreny,m2,11552
5621,5590.8,Sup. const. sobre rasant,m2,11553
5621,1968.48,Sup. const. sota rasant,m2,11554
5621,7559.28,Sup. const. total,m2,11555
5621,1461.23,Sup. del terreny,m2,11556
5623,1745.8,Sup. const. sobre rasant,m2,11557
5623,0,Sup. const. sota rasant,m2,11558
5623,1745.8,Sup. const. total,m2,11559
5623,0,Sup. del terreny,m2,11560
5625,0,Sup. const. sobre rasant,m2,11561
5625,0,Sup. const. sota rasant,m2,11562
5625,0,Sup. const. total,m2,11563
5625,175,Sup. del terreny,m2,11564
5628,0,Sup. const. sobre rasant,m2,11565
5628,0,Sup. const. sota rasant,m2,11566
5628,0,Sup. const. total,m2,11567
5628,338.07,Sup. del terreny,m2,11568
5629,0,Sup. const. sobre rasant,m2,11569
5629,0,Sup. const. sota rasant,m2,11570
5629,0,Sup. const. total,m2,11571
5629,40361,Sup. del terreny,m2,11572
5631,582.98,Sup. const. sobre rasant,m2,11573
5631,0,Sup. const. sota rasant,m2,11574
5631,582.98,Sup. const. total,m2,11575
5631,1472,Sup. del terreny,m2,11576
5632,0,Sup. const. sobre rasant,m2,11577
5632,0,Sup. const. sota rasant,m2,11578
5632,0,Sup. const. total,m2,11579
5632,1777.12,Sup. del terreny,m2,11580
5633,582.98,Sup. const. sobre rasant,m2,11581
5633,0,Sup. const. sota rasant,m2,11582
5633,582.98,Sup. const. total,m2,11583
5633,1912,Sup. del terreny,m2,11584
5638,7049,Sup. const. sobre rasant,m2,11585
5638,0,Sup. const. sota rasant,m2,11586
5638,7049,Sup. const. total,m2,11587
5638,0,Sup. del terreny,m2,11588
5640,329,Sup. const. sobre rasant,m2,11589
5640,0,Sup. const. sota rasant,m2,11590
5640,329,Sup. const. total,m2,11591
5640,0,Sup. del terreny,m2,11592
5641,720,Sup. const. sobre rasant,m2,11593
5641,0,Sup. const. sota rasant,m2,11594
5641,720,Sup. const. total,m2,11595
5641,0,Sup. del terreny,m2,11596
5643,0,Sup. const. sobre rasant,m2,11597
5643,0,Sup. const. sota rasant,m2,11598
5643,0,Sup. const. total,m2,11599
5643,0,Sup. del terreny,m2,11600
5644,0,Sup. const. sobre rasant,m2,11601
5644,0,Sup. const. sota rasant,m2,11602
5644,0,Sup. const. total,m2,11603
5644,0,Sup. del terreny,m2,11604
5645,348.41,Sup. const. sobre rasant,m2,11605
5645,0,Sup. const. sota rasant,m2,11606
5645,348.41,Sup. const. total,m2,11607
5645,0,Sup. del terreny,m2,11608
5646,184,Sup. const. sobre rasant,m2,11609
5646,0,Sup. const. sota rasant,m2,11610
5646,184,Sup. const. total,m2,11611
5646,0,Sup. del terreny,m2,11612
5647,0,Sup. const. sobre rasant,m2,11613
5647,0,Sup. const. sota rasant,m2,11614
5647,0,Sup. const. total,m2,11615
5647,0,Sup. del terreny,m2,11616
5648,0,Sup. const. sobre rasant,m2,11617
5648,0,Sup. const. sota rasant,m2,11618
5648,0,Sup. const. total,m2,11619
5648,0,Sup. del terreny,m2,11620
5649,0,Sup. const. sobre rasant,m2,11621
5649,0,Sup. const. sota rasant,m2,11622
5649,0,Sup. const. total,m2,11623
5649,0,Sup. del terreny,m2,11624
5650,0,Sup. const. sobre rasant,m2,11625
5650,0,Sup. const. sota rasant,m2,11626
5650,0,Sup. const. total,m2,11627
5650,0,Sup. del terreny,m2,11628
5651,0,Sup. const. sobre rasant,m2,11629
5651,0,Sup. const. sota rasant,m2,11630
5651,0,Sup. const. total,m2,11631
5651,0,Sup. del terreny,m2,11632
5652,0,Sup. const. sobre rasant,m2,11633
5652,0,Sup. const. sota rasant,m2,11634
5652,0,Sup. const. total,m2,11635
5652,0,Sup. del terreny,m2,11636
5653,0,Sup. const. sobre rasant,m2,11637
5653,0,Sup. const. sota rasant,m2,11638
5653,0,Sup. const. total,m2,11639
5653,0,Sup. del terreny,m2,11640
5654,0,Sup. const. sobre rasant,m2,11641
5654,0,Sup. const. sota rasant,m2,11642
5654,0,Sup. const. total,m2,11643
5654,0,Sup. del terreny,m2,11644
5655,0,Sup. const. sobre rasant,m2,11645
5655,0,Sup. const. sota rasant,m2,11646
5655,0,Sup. const. total,m2,11647
5655,0,Sup. del terreny,m2,11648
5656,7177,Sup. const. sobre rasant,m2,11649
5656,0,Sup. const. sota rasant,m2,11650
5656,7177,Sup. const. total,m2,11651
5656,1397,Sup. del terreny,m2,11652
5657,0,Sup. const. sobre rasant,m2,11653
5657,0,Sup. const. sota rasant,m2,11654
5657,0,Sup. const. total,m2,11655
5657,0,Sup. del terreny,m2,11656
5658,0,Sup. const. sobre rasant,m2,11657
5658,0,Sup. const. sota rasant,m2,11658
5658,0,Sup. const. total,m2,11659
5658,0,Sup. del terreny,m2,11660
5659,0,Sup. const. sobre rasant,m2,11661
5659,0,Sup. const. sota rasant,m2,11662
5659,0,Sup. const. total,m2,11663
5659,0,Sup. del terreny,m2,11664
5660,0,Sup. const. sobre rasant,m2,11665
5660,0,Sup. const. sota rasant,m2,11666
5660,0,Sup. const. total,m2,11667
5660,0,Sup. del terreny,m2,11668
5661,2991.24,Sup. const. sobre rasant,m2,11669
5661,2097.71,Sup. const. sota rasant,m2,11670
5661,5088.95,Sup. const. total,m2,11671
5661,10002,Sup. del terreny,m2,11672
5662,180.7,Sup. const. sobre rasant,m2,11673
5662,0,Sup. const. sota rasant,m2,11674
5662,180.7,Sup. const. total,m2,11675
5662,0,Sup. del terreny,m2,11676
