Num. Ens/ Num. Inventari,area_value,area_type,units,area_id
1965,0,Sup. const. sota rasant,m2,3782
1965,0,Sup. const. total,m2,3783
1965,0,Sup. del terreny,m2,3784
1970,0,Sup. const. sobre rasant,m2,3785
1970,0,Sup. const. sota rasant,m2,3786
1970,0,Sup. const. total,m2,3787
1970,30250,Sup. del terreny,m2,3788
1973,0,Sup. const. sobre rasant,m2,3789
1973,0,Sup. const. sota rasant,m2,3790
1973,0,Sup. const. total,m2,3791
1973,7128.33,Sup. del terreny,m2,3792
1978,0,Sup. const. sobre rasant,m2,3793
1978,0,Sup. const. sota rasant,m2,3794
1978,0,Sup. const. total,m2,3795
1978,2117.5,Sup. del terreny,m2,3796
1979,2040.67,Sup. const. sobre rasant,m2,3797
1979,114.23,Sup. const. sota rasant,m2,3798
1979,2154.9,Sup. const. total,m2,3799
1979,602.39,Sup. del terreny,m2,3800
1990,777.27,Sup. const. sobre rasant,m2,3801
1990,183.48,Sup. const. sota rasant,m2,3802
1990,960.75,Sup. const. total,m2,3803
1990,10549.06,Sup. del terreny,m2,3804
1996,0,Sup. const. sobre rasant,m2,3805
1996,0,Sup. const. sota rasant,m2,3806
1996,0,Sup. const. total,m2,3807
1996,2645.55,Sup. del terreny,m2,3808
2000,22272.7,Sup. const. sobre rasant,m2,3809
2000,0,Sup. const. sota rasant,m2,3810
2000,22272.7,Sup. const. total,m2,3811
2000,10124.5,Sup. del terreny,m2,3812
2013,5341.75,Sup. const. sobre rasant,m2,3813
2013,0,Sup. const. sota rasant,m2,3814
2013,5341.75,Sup. const. total,m2,3815
2013,6220,Sup. del terreny,m2,3816
2018,0,Sup. const. sobre rasant,m2,3817
2018,0,Sup. const. sota rasant,m2,3818
2018,0,Sup. const. total,m2,3819
2018,1121,Sup. del terreny,m2,3820
2021,655,Sup. const. sobre rasant,m2,3821
2021,0,Sup. const. sota rasant,m2,3822
2021,655,Sup. const. total,m2,3823
2021,4358,Sup. del terreny,m2,3824
2024,471,Sup. const. sobre rasant,m2,3825
2024,0,Sup. const. sota rasant,m2,3826
2024,471,Sup. const. total,m2,3827
2024,2806,Sup. del terreny,m2,3828
2025,12154.68,Sup. const. sobre rasant,m2,3829
2025,3481.78,Sup. const. sota rasant,m2,3830
2025,15636.46,Sup. const. total,m2,3831
2025,72297.51,Sup. del terreny,m2,3832
2026,953.49,Sup. const. sobre rasant,m2,3833
2026,0,Sup. const. sota rasant,m2,3834
2026,953.49,Sup. const. total,m2,3835
2026,3820,Sup. del terreny,m2,3836
2032,1723,Sup. const. sobre rasant,m2,3837
2032,0,Sup. const. sota rasant,m2,3838
2032,1723,Sup. const. total,m2,3839
2032,6638,Sup. del terreny,m2,3840
2037,1183.33,Sup. const. sobre rasant,m2,3841
2037,0,Sup. const. sota rasant,m2,3842
2037,1183.33,Sup. const. total,m2,3843
2037,4846.5,Sup. del terreny,m2,3844
2040,0,Sup. const. sobre rasant,m2,3845
2040,0,Sup. const. sota rasant,m2,3846
2040,0,Sup. const. total,m2,3847
2040,4631.06,Sup. del terreny,m2,3848
2044,479,Sup. const. sobre rasant,m2,3849
2044,0,Sup. const. sota rasant,m2,3850
2044,479,Sup. const. total,m2,3851
2044,2762.53,Sup. del terreny,m2,3852
2045,619,Sup. const. sobre rasant,m2,3853
2045,0,Sup. const. sota rasant,m2,3854
2045,619,Sup. const. total,m2,3855
2045,3360,Sup. del terreny,m2,3856
2046,23941,Sup. const. sobre rasant,m2,3857
2046,0,Sup. const. sota rasant,m2,3858
2046,23941,Sup. const. total,m2,3859
2046,9466,Sup. del terreny,m2,3860
2047,3691.52,Sup. const. sobre rasant,m2,3861
2047,707.62,Sup. const. sota rasant,m2,3862
2047,4399.14,Sup. const. total,m2,3863
2047,1525,Sup. del terreny,m2,3864
2049,516,Sup. const. sobre rasant,m2,3865
2049,0,Sup. const. sota rasant,m2,3866
2049,516,Sup. const. total,m2,3867
2049,2623.11,Sup. del terreny,m2,3868
2050,541,Sup. const. sobre rasant,m2,3869
2050,0,Sup. const. sota rasant,m2,3870
2050,541,Sup. const. total,m2,3871
2050,205,Sup. del terreny,m2,3872
2051,0,Sup. const. sobre rasant,m2,3873
2051,0,Sup. const. sota rasant,m2,3874
2051,0,Sup. const. total,m2,3875
2051,4297,Sup. del terreny,m2,3876
2052,567,Sup. const. sobre rasant,m2,3877
2052,0,Sup. const. sota rasant,m2,3878
2052,567,Sup. const. total,m2,3879
2052,3356,Sup. del terreny,m2,3880
2055,410,Sup. const. sobre rasant,m2,3881
2055,0,Sup. const. sota rasant,m2,3882
2055,410,Sup. const. total,m2,3883
2055,5136.4,Sup. del terreny,m2,3884
2056,1854,Sup. const. sobre rasant,m2,3885
2056,0,Sup. const. sota rasant,m2,3886
2056,1854,Sup. const. total,m2,3887
2056,0,Sup. del terreny,m2,3888
2057,22.9,Sup. const. sobre rasant,m2,3889
2057,0,Sup. const. sota rasant,m2,3890
2057,22.9,Sup. const. total,m2,3891
2057,4000,Sup. del terreny,m2,3892
2060,135.27,Sup. const. sobre rasant,m2,3893
2060,0,Sup. const. sota rasant,m2,3894
2060,135.27,Sup. const. total,m2,3895
2060,0,Sup. del terreny,m2,3896
2064,1469,Sup. const. sobre rasant,m2,3897
2064,0,Sup. const. sota rasant,m2,3898
2064,1469,Sup. const. total,m2,3899
2064,0,Sup. del terreny,m2,3900
2065,837,Sup. const. sobre rasant,m2,3901
2065,0,Sup. const. sota rasant,m2,3902
2065,837,Sup. const. total,m2,3903
2065,4326,Sup. del terreny,m2,3904
2068,5279.55,Sup. const. sobre rasant,m2,3905
2068,0,Sup. const. sota rasant,m2,3906
2068,5279.55,Sup. const. total,m2,3907
2068,5661,Sup. del terreny,m2,3908
2075,16898.19,Sup. const. sobre rasant,m2,3909
2075,4854.87,Sup. const. sota rasant,m2,3910
2075,21753.06,Sup. const. total,m2,3911
2075,3307,Sup. del terreny,m2,3912
2081,13286.34,Sup. const. sobre rasant,m2,3913
2081,16122.63,Sup. const. sota rasant,m2,3914
2081,29408.97,Sup. const. total,m2,3915
2081,24508,Sup. del terreny,m2,3916
2094,3156.3,Sup. const. sobre rasant,m2,3917
2094,0,Sup. const. sota rasant,m2,3918
2094,3156.3,Sup. const. total,m2,3919
2094,9261.51,Sup. del terreny,m2,3920
2100,2544.44,Sup. const. sobre rasant,m2,3921
2100,376.48,Sup. const. sota rasant,m2,3922
2100,2920.92,Sup. const. total,m2,3923
2100,679.91,Sup. del terreny,m2,3924
2101,933.24,Sup. const. sobre rasant,m2,3925
2101,531.12,Sup. const. sota rasant,m2,3926
2101,1464.36,Sup. const. total,m2,3927
2101,1064,Sup. del terreny,m2,3928
2108,2850,Sup. const. sobre rasant,m2,3929
2108,0,Sup. const. sota rasant,m2,3930
2108,2850,Sup. const. total,m2,3931
2108,0,Sup. del terreny,m2,3932
2112,98057,Sup. const. sobre rasant,m2,3933
2112,0,Sup. const. sota rasant,m2,3934
2112,98057,Sup. const. total,m2,3935
2112,170000,Sup. del terreny,m2,3936
2115,267,Sup. const. sobre rasant,m2,3937
2115,0,Sup. const. sota rasant,m2,3938
2115,267,Sup. const. total,m2,3939
2115,,Sup. del terreny,m2,3940
2117,17949.78,Sup. const. sobre rasant,m2,3941
2117,10731.5,Sup. const. sota rasant,m2,3942
2117,28681.28,Sup. const. total,m2,3943
2117,66203.4,Sup. del terreny,m2,3944
2119,1546,Sup. const. sobre rasant,m2,3945
2119,0,Sup. const. sota rasant,m2,3946
2119,1546,Sup. const. total,m2,3947
2119,530,Sup. del terreny,m2,3948
2120,2798.76,Sup. const. sobre rasant,m2,3949
2120,0,Sup. const. sota rasant,m2,3950
2120,2798.76,Sup. const. total,m2,3951
2120,6238,Sup. del terreny,m2,3952
2128,64,Sup. const. sobre rasant,m2,3953
2128,0,Sup. const. sota rasant,m2,3954
2128,64,Sup. const. total,m2,3955
2128,,Sup. del terreny,m2,3956
2130,0,Sup. const. sobre rasant,m2,3957
2130,0,Sup. const. sota rasant,m2,3958
2130,0,Sup. const. total,m2,3959
2130,597200,Sup. del terreny,m2,3960
2134,94377,Sup. const. sobre rasant,m2,3961
2134,0,Sup. const. sota rasant,m2,3962
2134,94377,Sup. const. total,m2,3963
2134,0,Sup. del terreny,m2,3964
2135,28774.7,Sup. const. sobre rasant,m2,3965
2135,0,Sup. const. sota rasant,m2,3966
2135,28774.7,Sup. const. total,m2,3967
2135,0,Sup. del terreny,m2,3968
2136,2000,Sup. const. sobre rasant,m2,3969
2136,0,Sup. const. sota rasant,m2,3970
2136,2000,Sup. const. total,m2,3971
2136,0,Sup. del terreny,m2,3972
2143,5096,Sup. const. sobre rasant,m2,3973
2143,0,Sup. const. sota rasant,m2,3974
2143,5096,Sup. const. total,m2,3975
2143,11832,Sup. del terreny,m2,3976
2148,1701.24,Sup. const. sobre rasant,m2,3977
2148,0,Sup. const. sota rasant,m2,3978
2148,1701.24,Sup. const. total,m2,3979
2148,0,Sup. del terreny,m2,3980
2153,416,Sup. const. sobre rasant,m2,3981
2153,0,Sup. const. sota rasant,m2,3982
2153,416,Sup. const. total,m2,3983
2153,3336.12,Sup. del terreny,m2,3984
2157,0,Sup. const. sobre rasant,m2,3985
2157,0,Sup. const. sota rasant,m2,3986
2157,0,Sup. const. total,m2,3987
2157,0,Sup. del terreny,m2,3988
2161,0,Sup. const. sobre rasant,m2,3989
2161,0,Sup. const. sota rasant,m2,3990
2161,0,Sup. const. total,m2,3991
2161,0,Sup. del terreny,m2,3992
2162,0,Sup. const. sobre rasant,m2,3993
2162,0,Sup. const. sota rasant,m2,3994
2162,0,Sup. const. total,m2,3995
2162,0,Sup. del terreny,m2,3996
2198,283,Sup. const. sobre rasant,m2,3997
2198,0,Sup. const. sota rasant,m2,3998
2198,283,Sup. const. total,m2,3999
2198,0,Sup. del terreny,m2,4000
2201,3285,Sup. const. sobre rasant,m2,4001
2201,0,Sup. const. sota rasant,m2,4002
2201,3285,Sup. const. total,m2,4003
2201,0,Sup. del terreny,m2,4004
2213,0,Sup. const. sobre rasant,m2,4005
2213,0,Sup. const. sota rasant,m2,4006
2213,0,Sup. const. total,m2,4007
2213,0,Sup. del terreny,m2,4008
2214,6,Sup. const. sobre rasant,m2,4009
2214,0,Sup. const. sota rasant,m2,4010
2214,6,Sup. const. total,m2,4011
2214,0,Sup. del terreny,m2,4012
2222,0,Sup. const. sobre rasant,m2,4013
2222,0,Sup. const. sota rasant,m2,4014
2222,0,Sup. const. total,m2,4015
2222,20048,Sup. del terreny,m2,4016
2223,0,Sup. const. sobre rasant,m2,4017
2223,0,Sup. const. sota rasant,m2,4018
2223,0,Sup. const. total,m2,4019
2223,205959,Sup. del terreny,m2,4020
2225,305.3,Sup. const. sobre rasant,m2,4021
2225,0,Sup. const. sota rasant,m2,4022
2225,305.3,Sup. const. total,m2,4023
2225,2999,Sup. del terreny,m2,4024
2226,0,Sup. const. sobre rasant,m2,4025
2226,0,Sup. const. sota rasant,m2,4026
2226,0,Sup. const. total,m2,4027
2226,1686583,Sup. del terreny,m2,4028
2228,0,Sup. const. sobre rasant,m2,4029
2228,0,Sup. const. sota rasant,m2,4030
2228,0,Sup. const. total,m2,4031
2228,1188665,Sup. del terreny,m2,4032
2231,0,Sup. const. sobre rasant,m2,4033
2231,0,Sup. const. sota rasant,m2,4034
2231,0,Sup. const. total,m2,4035
2231,300304,Sup. del terreny,m2,4036
2234,1364.07,Sup. const. sobre rasant,m2,4037
2234,75.34,Sup. const. sota rasant,m2,4038
2234,1439.41,Sup. const. total,m2,4039
2234,2500,Sup. del terreny,m2,4040
2235,5530.96,Sup. const. sobre rasant,m2,4041
2235,2442,Sup. const. sota rasant,m2,4042
2235,7972.96,Sup. const. total,m2,4043
2235,4237.75,Sup. del terreny,m2,4044
2236,3121,Sup. const. sobre rasant,m2,4045
2236,0,Sup. const. sota rasant,m2,4046
2236,3121,Sup. const. total,m2,4047
2236,2513,Sup. del terreny,m2,4048
2238,5256,Sup. const. sobre rasant,m2,4049
2238,0,Sup. const. sota rasant,m2,4050
2238,5256,Sup. const. total,m2,4051
2238,3050,Sup. del terreny,m2,4052
2239,17.67,Sup. const. sobre rasant,m2,4053
2239,0,Sup. const. sota rasant,m2,4054
2239,17.67,Sup. const. total,m2,4055
2239,0,Sup. del terreny,m2,4056
2240,8439.07,Sup. const. sobre rasant,m2,4057
2240,2642.71,Sup. const. sota rasant,m2,4058
2240,11081.78,Sup. const. total,m2,4059
2240,3592.49,Sup. del terreny,m2,4060
2241,3190.3,Sup. const. sobre rasant,m2,4061
2241,0,Sup. const. sota rasant,m2,4062
2241,3190.3,Sup. const. total,m2,4063
2241,0,Sup. del terreny,m2,4064
2242,0,Sup. const. sobre rasant,m2,4065
2242,0,Sup. const. sota rasant,m2,4066
2242,0,Sup. const. total,m2,4067
2242,1461500,Sup. del terreny,m2,4068
2251,925,Sup. const. sobre rasant,m2,4069
2251,0,Sup. const. sota rasant,m2,4070
2251,925,Sup. const. total,m2,4071
2251,2715,Sup. del terreny,m2,4072
2252,58,Sup. const. sobre rasant,m2,4073
2252,0,Sup. const. sota rasant,m2,4074
2252,58,Sup. const. total,m2,4075
2252,0,Sup. del terreny,m2,4076
2257,296,Sup. const. sobre rasant,m2,4077
2257,0,Sup. const. sota rasant,m2,4078
2257,296,Sup. const. total,m2,4079
2257,0,Sup. del terreny,m2,4080
2260,1326,Sup. const. sobre rasant,m2,4081
2260,0,Sup. const. sota rasant,m2,4082
2260,1326,Sup. const. total,m2,4083
2260,0,Sup. del terreny,m2,4084
2261,3843,Sup. const. sobre rasant,m2,4085
2261,0,Sup. const. sota rasant,m2,4086
2261,3843,Sup. const. total,m2,4087
2261,3741.02,Sup. del terreny,m2,4088
2265,1200,Sup. const. sobre rasant,m2,4089
2265,0,Sup. const. sota rasant,m2,4090
2265,1200,Sup. const. total,m2,4091
2265,0,Sup. del terreny,m2,4092
2284,256.27,Sup. const. sobre rasant,m2,4093
2284,38.24,Sup. const. sota rasant,m2,4094
2284,294.51,Sup. const. total,m2,4095
2284,10185,Sup. del terreny,m2,4096
2285,1395.75,Sup. const. sobre rasant,m2,4097
2285,437.38,Sup. const. sota rasant,m2,4098
2285,1833.13,Sup. const. total,m2,4099
2285,0,Sup. del terreny,m2,4100
2288,3326.5,Sup. const. sobre rasant,m2,4101
2288,0,Sup. const. sota rasant,m2,4102
2288,3326.5,Sup. const. total,m2,4103
2288,825,Sup. del terreny,m2,4104
2300,3563,Sup. const. sobre rasant,m2,4105
2300,721,Sup. const. sota rasant,m2,4106
2300,4284,Sup. const. total,m2,4107
2300,7640,Sup. del terreny,m2,4108
2309,1156.25,Sup. const. sobre rasant,m2,4109
2309,0,Sup. const. sota rasant,m2,4110
2309,1156.25,Sup. const. total,m2,4111
2309,371,Sup. del terreny,m2,4112
2310,918,Sup. const. sobre rasant,m2,4113
2310,0,Sup. const. sota rasant,m2,4114
2310,918,Sup. const. total,m2,4115
2310,1008,Sup. del terreny,m2,4116
2311,0,Sup. const. sobre rasant,m2,4117
2311,0,Sup. const. sota rasant,m2,4118
2311,0,Sup. const. total,m2,4119
2311,0,Sup. del terreny,m2,4120
2312,478,Sup. const. sobre rasant,m2,4121
2312,0,Sup. const. sota rasant,m2,4122
2312,478,Sup. const. total,m2,4123
2312,854,Sup. del terreny,m2,4124
2316,2854,Sup. const. sobre rasant,m2,4125
2316,0,Sup. const. sota rasant,m2,4126
2316,2854,Sup. const. total,m2,4127
2316,1220.95,Sup. del terreny,m2,4128
2323,1650,Sup. const. sobre rasant,m2,4129
2323,0,Sup. const. sota rasant,m2,4130
2323,1650,Sup. const. total,m2,4131
2323,0,Sup. del terreny,m2,4132
2326,420.4,Sup. const. sobre rasant,m2,4133
2326,0,Sup. const. sota rasant,m2,4134
2326,420.4,Sup. const. total,m2,4135
2326,,Sup. del terreny,m2,4136
2329,82.5,Sup. const. sobre rasant,m2,4137
2329,0,Sup. const. sota rasant,m2,4138
2329,82.5,Sup. const. total,m2,4139
2329,0,Sup. del terreny,m2,4140
2331,1421,Sup. const. sobre rasant,m2,4141
2331,0,Sup. const. sota rasant,m2,4142
2331,1421,Sup. const. total,m2,4143
2331,490,Sup. del terreny,m2,4144
2333,708,Sup. const. sobre rasant,m2,4145
2333,0,Sup. const. sota rasant,m2,4146
2333,708,Sup. const. total,m2,4147
2333,1126,Sup. del terreny,m2,4148
2334,0,Sup. const. sobre rasant,m2,4149
2334,0,Sup. const. sota rasant,m2,4150
2334,0,Sup. const. total,m2,4151
2334,0,Sup. del terreny,m2,4152
2335,0,Sup. const. sobre rasant,m2,4153
2335,0,Sup. const. sota rasant,m2,4154
2335,0,Sup. const. total,m2,4155
2335,0,Sup. del terreny,m2,4156
2339,629.2,Sup. const. sobre rasant,m2,4157
2339,0,Sup. const. sota rasant,m2,4158
2339,629.2,Sup. const. total,m2,4159
2339,0,Sup. del terreny,m2,4160
2340,0,Sup. const. sobre rasant,m2,4161
2340,0,Sup. const. sota rasant,m2,4162
2340,0,Sup. const. total,m2,4163
2340,0,Sup. del terreny,m2,4164
2344,0,Sup. const. sobre rasant,m2,4165
2344,0,Sup. const. sota rasant,m2,4166
2344,0,Sup. const. total,m2,4167
2344,0,Sup. del terreny,m2,4168
2353,220,Sup. const. sobre rasant,m2,4169
2353,0,Sup. const. sota rasant,m2,4170
2353,220,Sup. const. total,m2,4171
2353,0,Sup. del terreny,m2,4172
2355,47.9,Sup. const. sobre rasant,m2,4173
2355,0,Sup. const. sota rasant,m2,4174
2355,47.9,Sup. const. total,m2,4175
2355,0,Sup. del terreny,m2,4176
2363,500,Sup. const. sobre rasant,m2,4177
2363,0,Sup. const. sota rasant,m2,4178
2363,500,Sup. const. total,m2,4179
2363,0,Sup. del terreny,m2,4180
2368,0,Sup. const. sobre rasant,m2,4181
2368,0,Sup. const. sota rasant,m2,4182
2368,0,Sup. const. total,m2,4183
2368,0,Sup. del terreny,m2,4184
2383,1794.44,Sup. const. sobre rasant,m2,4185
2383,0,Sup. const. sota rasant,m2,4186
2383,1794.44,Sup. const. total,m2,4187
2383,2632,Sup. del terreny,m2,4188
2396,1161,Sup. const. sobre rasant,m2,4189
2396,0,Sup. const. sota rasant,m2,4190
2396,1161,Sup. const. total,m2,4191
2396,460.85,Sup. del terreny,m2,4192
2400,549.68,Sup. const. sobre rasant,m2,4193
2400,0,Sup. const. sota rasant,m2,4194
2400,549.68,Sup. const. total,m2,4195
2400,0,Sup. del terreny,m2,4196
2402,0,Sup. const. sobre rasant,m2,4197
2402,0,Sup. const. sota rasant,m2,4198
2402,0,Sup. const. total,m2,4199
2402,0,Sup. del terreny,m2,4200
2403,1050.52,Sup. const. sobre rasant,m2,4201
2403,0,Sup. const. sota rasant,m2,4202
2403,1050.52,Sup. const. total,m2,4203
2403,758,Sup. del terreny,m2,4204
2411,1529.76,Sup. const. sobre rasant,m2,4205
2411,0,Sup. const. sota rasant,m2,4206
2411,1529.76,Sup. const. total,m2,4207
2411,0,Sup. del terreny,m2,4208
2418,8533,Sup. const. sobre rasant,m2,4209
2418,0,Sup. const. sota rasant,m2,4210
2418,8533,Sup. const. total,m2,4211
2418,0,Sup. del terreny,m2,4212
2421,1115,Sup. const. sobre rasant,m2,4213
2421,0,Sup. const. sota rasant,m2,4214
2421,1115,Sup. const. total,m2,4215
2421,4831,Sup. del terreny,m2,4216
2422,1278,Sup. const. sobre rasant,m2,4217
2422,0,Sup. const. sota rasant,m2,4218
2422,1278,Sup. const. total,m2,4219
2422,2158.64,Sup. del terreny,m2,4220
2424,1283.21,Sup. const. sobre rasant,m2,4221
2424,0,Sup. const. sota rasant,m2,4222
2424,1283.21,Sup. const. total,m2,4223
2424,0,Sup. del terreny,m2,4224
2428,1318,Sup. const. sobre rasant,m2,4225
2428,0,Sup. const. sota rasant,m2,4226
2428,1318,Sup. const. total,m2,4227
2428,597.74,Sup. del terreny,m2,4228
2437,1182,Sup. const. sobre rasant,m2,4229
2437,0,Sup. const. sota rasant,m2,4230
2437,1182,Sup. const. total,m2,4231
2437,0,Sup. del terreny,m2,4232
2444,130,Sup. const. sobre rasant,m2,4233
2444,0,Sup. const. sota rasant,m2,4234
2444,130,Sup. const. total,m2,4235
2444,0,Sup. del terreny,m2,4236
2446,1035,Sup. const. sobre rasant,m2,4237
2446,1035,Sup. const. sota rasant,m2,4238
2446,2070,Sup. const. total,m2,4239
2446,3087,Sup. del terreny,m2,4240
2447,9044,Sup. const. sobre rasant,m2,4241
2447,0,Sup. const. sota rasant,m2,4242
2447,9044,Sup. const. total,m2,4243
2447,4959.21,Sup. del terreny,m2,4244
2449,1970.13,Sup. const. sobre rasant,m2,4245
2449,0,Sup. const. sota rasant,m2,4246
2449,1970.13,Sup. const. total,m2,4247
2449,1191.17,Sup. del terreny,m2,4248
2451,4198,Sup. const. sobre rasant,m2,4249
2451,0,Sup. const. sota rasant,m2,4250
2451,4198,Sup. const. total,m2,4251
2451,3000,Sup. del terreny,m2,4252
2452,3638,Sup. const. sobre rasant,m2,4253
2452,0,Sup. const. sota rasant,m2,4254
2452,3638,Sup. const. total,m2,4255
2452,30298,Sup. del terreny,m2,4256
2454,464.67,Sup. const. sobre rasant,m2,4257
2454,0,Sup. const. sota rasant,m2,4258
2454,464.67,Sup. const. total,m2,4259
2454,193.83,Sup. del terreny,m2,4260
2455,7151,Sup. const. sobre rasant,m2,4261
2455,0,Sup. const. sota rasant,m2,4262
2455,7151,Sup. const. total,m2,4263
2455,3987,Sup. del terreny,m2,4264
2456,595,Sup. const. sobre rasant,m2,4265
2456,0,Sup. const. sota rasant,m2,4266
2456,595,Sup. const. total,m2,4267
2456,0,Sup. del terreny,m2,4268
2457,3842,Sup. const. sobre rasant,m2,4269
2457,0,Sup. const. sota rasant,m2,4270
2457,3842,Sup. const. total,m2,4271
2457,2435,Sup. del terreny,m2,4272
2459,1283.81,Sup. const. sobre rasant,m2,4273
2459,0,Sup. const. sota rasant,m2,4274
2459,1283.81,Sup. const. total,m2,4275
2459,1284.85,Sup. del terreny,m2,4276
2461,2195,Sup. const. sobre rasant,m2,4277
2461,0,Sup. const. sota rasant,m2,4278
2461,2195,Sup. const. total,m2,4279
2461,14000,Sup. del terreny,m2,4280
2462,1444,Sup. const. sobre rasant,m2,4281
2462,302,Sup. const. sota rasant,m2,4282
2462,1746,Sup. const. total,m2,4283
2462,4463,Sup. del terreny,m2,4284
2464,0,Sup. const. sobre rasant,m2,4285
2464,0,Sup. const. sota rasant,m2,4286
2464,0,Sup. const. total,m2,4287
2464,65000,Sup. del terreny,m2,4288
2466,1502,Sup. const. sobre rasant,m2,4289
2466,0,Sup. const. sota rasant,m2,4290
2466,1502,Sup. const. total,m2,4291
2466,4416.06,Sup. del terreny,m2,4292
2468,0,Sup. const. sobre rasant,m2,4293
2468,0,Sup. const. sota rasant,m2,4294
2468,0,Sup. const. total,m2,4295
2468,342446,Sup. del terreny,m2,4296
2470,5735,Sup. const. sobre rasant,m2,4297
2470,0,Sup. const. sota rasant,m2,4298
2470,5735,Sup. const. total,m2,4299
2470,1226,Sup. del terreny,m2,4300
2473,0,Sup. const. sobre rasant,m2,4301
2473,0,Sup. const. sota rasant,m2,4302
2473,0,Sup. const. total,m2,4303
2473,30420,Sup. del terreny,m2,4304
2476,0,Sup. const. sobre rasant,m2,4305
2476,0,Sup. const. sota rasant,m2,4306
2476,0,Sup. const. total,m2,4307
2476,50000,Sup. del terreny,m2,4308
2478,0,Sup. const. sobre rasant,m2,4309
2478,0,Sup. const. sota rasant,m2,4310
2478,0,Sup. const. total,m2,4311
2478,0,Sup. del terreny,m2,4312
2481,0,Sup. const. sobre rasant,m2,4313
2481,0,Sup. const. sota rasant,m2,4314
2481,0,Sup. const. total,m2,4315
2481,0,Sup. del terreny,m2,4316
2482,900,Sup. const. sobre rasant,m2,4317
2482,0,Sup. const. sota rasant,m2,4318
2482,900,Sup. const. total,m2,4319
2482,6995.65,Sup. del terreny,m2,4320
2487,0,Sup. const. sobre rasant,m2,4321
2487,0,Sup. const. sota rasant,m2,4322
2487,0,Sup. const. total,m2,4323
2487,784,Sup. del terreny,m2,4324
2488,0,Sup. const. sobre rasant,m2,4325
2488,0,Sup. const. sota rasant,m2,4326
2488,0,Sup. const. total,m2,4327
2488,0,Sup. del terreny,m2,4328
2489,0,Sup. const. sobre rasant,m2,4329
2489,0,Sup. const. sota rasant,m2,4330
2489,0,Sup. const. total,m2,4331
2489,568135,Sup. del terreny,m2,4332
2493,2940,Sup. const. sobre rasant,m2,4333
2493,0,Sup. const. sota rasant,m2,4334
2493,2940,Sup. const. total,m2,4335
